rank,trigram,count,share,hand_pattern,finger_pattern,row_pattern,row_changes,same_finger_transition_count,same_finger_travel_total,repeated_key_transition_count,separated_finger_reuse,same_finger_reversal,three_finger_same_hand_shape,alternating_hands,home_reach_sum,home_reach_max,tags,top_words
3944,asg,8055177,3.839233484281839e-06,LLL,L-pinky → L-ring → L-index,1 → 1 → 1,0,0,0.0,0,False,False,inward_roll,False,1.0,1.0,"inward_roll,no_row_change","glasgow, dasgupta, asgard"
3945,xqu,8045753,3.8347418466237376e-06,LLR,L-ring → L-pinky → R-index,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"exquisite, exquisitely"
3946,exq,8045753,3.8347418466237376e-06,LLL,L-middle → L-ring → L-pinky,0 → 2 → 0,2,0,0.0,0,False,False,outward_roll,False,3.1796,1.118,"outward_roll,two_row_changes","exquisite, exquisitely"
3947,eul,8041222,3.832582295453443e-06,LRR,L-middle → R-index → R-ring,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"euler, eulogy, seulement, seul, beulah, choiseul, seule, eulogies, eulogium, eulogized"
3948,kfo,8027539,3.82606074642163e-06,RLR,R-middle → L-index → R-ring,1 → 1 → 0,1,0,0.0,0,False,False,,True,1.0308,1.0308,"alternating_hands,one_row_change","workforce, frankfort, blackfoot, rockford, beckford, pickford, blackford, bickford, workforces, frankford"
3949,yza,8019422,3.822192047050789e-06,RLL,R-index → L-pinky → L-pinky,0 → 2 → 1,2,1,1.118,0,False,False,,False,2.7188,1.6008,"same_finger_x1,two_row_changes","byzantine, byzantium, byzantines, coryza, oryzae, oryza, analyzable"
3950,tno,8004313,3.814990842320711e-06,LRR,L-index → R-index → R-ring,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.3988,1.25,two_row_changes,"footnote, footnotes, multnomah, tno, whatnot, portnoy"
3951,osb,7995442,3.8107627738078695e-06,RLL,R-ring → L-ring → L-index,0 → 1 → 2,2,0,0.0,0,False,False,,False,2.8336,1.8028,two_row_changes,"osborne, crosby, mosby, osborn, cosby, osbert, crosbie, osbourne, grosbeak"
3952,stf,7969408,3.7983545294539847e-06,LLL,L-ring → L-index → L-index,1 → 0 → 1,2,1,1.25,0,False,False,,False,1.25,1.25,"same_finger_x1,two_row_changes","breastfeeding, wistful, wistfully, restful, distrustful, boastful, lustful, westfield, trustful, crestfallen"
3953,icc,7950558,3.7893703009039836e-06,RLL,R-middle → L-middle → L-middle,0 → 2 → 2,1,0,0.0,1,False,False,,False,3.2668,1.118,"repeat_key_x1,one_row_change","icc, piccadilly, ricci, desiccation, niccolo, piccolo, desiccated, guicciardini, riccardo, piccolomini"
3954,rmf,7949080,3.7886658611269596e-06,LRL,L-index → R-index → L-index,0 → 2 → 1,2,0,0.0,0,True,False,,True,2.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","harmful, armful"
3955,ahl,7945895,3.787147836302994e-06,LRR,L-pinky → R-index → R-ring,1 → 1 → 1,0,0,0.0,0,False,False,,False,1.0,1.0,no_row_change,"mahler, dahl, stahl, wahl, dahlia, pahlavi, dahlgren, ahl, sahlins, bremsstrahlung"
3956,ysm,7944249,3.786363324886904e-06,RLR,R-index → L-ring → R-index,0 → 1 → 2,2,0,0.0,0,True,False,,True,2.7188,1.6008,"separated_finger_reuse,alternating_hands,two_row_changes","aneurysm, aneurysms, paroxysmal, paroxysm, paroxysms, cataclysmic, cataclysm, abysmal, dysmenorrhea, huysmans"
3957,kov,7943766,3.786133118924588e-06,RRL,R-middle → R-ring → L-index,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"markov, tchaikovsky, nabokov, kovacs, kharkov, shostakovich, zhukov, mayakovsky, herskovits, malenkov"
3958,mli,7929039,3.779113981850006e-06,RRR,R-index → R-ring → R-middle,2 → 1 → 0,2,0,0.0,0,False,False,redirect,False,2.1488,1.118,"redirect,two_row_changes","kremlin, streamlined, tomlinson, hamlin, streamline, streamlining, dreamlike, streamlines, dunfermline, tomlin"
3959,ntw,7909557,3.769828531419708e-06,RLL,R-index → L-index → L-ring,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.3988,1.25,one_row_change,"antwerp, wentworth, entwicklung, entwined, cantwell, brentwood, antwort, entwurf, entwickelt, antwerpen"
3960,wey,7906833,3.7685302269862756e-06,LLR,L-ring → L-middle → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.6623,1.6008,no_row_change,"dewey, weymouth, weyl, weygand, weyerhaeuser, wey, weyden, sweyn, weyer, fowey"
3961,jaz,7894910,3.7628475236970623e-06,RLL,R-index → L-pinky → L-pinky,1 → 1 → 2,1,1,1.118,0,False,False,,False,1.118,1.118,"same_finger_x1,one_row_change","jazz, hijaz, bajazet, hejaz, jazzy, jazeera"
3962,tsa,7892539,3.761717465029049e-06,LLL,L-index → L-ring → L-pinky,0 → 1 → 1,1,0,0.0,0,False,False,outward_roll,False,1.25,1.25,"outward_roll,one_row_change","tsar, tsarist, amritsar, tsai, tsang, tsa, tsars, flotsam, tsao, tsarism"
3963,llb,7883544,3.757430296020706e-06,RRL,R-ring → R-ring → L-index,1 → 1 → 2,1,0,0.0,1,False,False,,False,1.8028,1.8028,"repeat_key_x1,one_row_change","gallbladder, wellbeing, billboard, billboards, spellbound, stillborn, callback, rollback, hillbilly, stillbirth"
3964,zli,7880326,3.755896542839067e-06,LRR,L-pinky → R-ring → R-middle,2 → 1 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"dazzling, puzzling, hazlitt, sizzling, drizzling, grizzlies, dazzlingly, embezzling, nuzzling, guzzling"
3965,yoc,7866759,3.749430281367562e-06,RRL,R-index → R-ring → L-middle,0 → 0 → 2,1,0,0.0,0,False,False,,False,3.7496,1.6008,one_row_change,"myocardial, myocardium, myocarditis, myocytes, myoclonus, myoclonic, megakaryocytes, myocyte"
3966,hwi,7862301,3.747305523230909e-06,RLR,R-index → L-ring → R-middle,1 → 0 → 0,1,0,0.0,0,False,False,,True,3.0616,1.0308,"alternating_hands,one_row_change","forthwith, auschwitz, lengthwise, gershwin, southwick, borthwick, geschwind, northwind, schwitters, schwinger"
3967,gae,7856305,3.74444772830328e-06,LLL,L-index → L-pinky → L-middle,1 → 1 → 0,1,0,0.0,0,False,False,redirect,False,2.0308,1.0308,"redirect,one_row_change","algae, gaelic, gael, reggae, gaetano, gaeta, gaertner, syringae, gae, gaels"
3968,utn,7846249,3.739654868764882e-06,RLR,R-index → L-index → R-index,0 → 0 → 2,1,0,0.0,0,True,False,,True,3.3988,1.25,"separated_finger_reuse,alternating_hands,one_row_change","putnam, outnumbered, outnumber, sputnik, putney, chutney, outnumbering"
3969,oml,7846244,3.739652485680386e-06,RRR,R-ring → R-index → R-ring,0 → 2 → 1,2,0,0.0,0,True,False,,False,2.1488,1.118,"separated_finger_reuse,two_row_changes","randomly, tomlinson, bottomless, bromley, bottomley, fathomless, tomlin, bottomland, symptomless"
3970,uam,7843272,3.7382359802559506e-06,RLR,R-index → L-pinky → R-index,0 → 1 → 2,2,0,0.0,0,True,False,,True,2.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","quam, squamous, guam, suam, desquamation, tuam, tanquam, nunquam, quamvis, aquamarine"
3971,ubv,7834042,3.733836806276295e-06,RLL,R-index → L-index → L-index,0 → 2 → 2,1,1,1.0,0,False,False,,False,3.9516,1.8028,"same_finger_x1,one_row_change","subversive, subversion, subvert, subverted, subverting, subverts, subventions, subversives, subvention"
3972,nud,7829995,3.731907937685215e-06,RRL,R-index → R-index → L-middle,2 → 0 → 1,2,1,2.0156,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","nude, denuded, nudged, nudity, denudation, nudge, knudsen, nudes, nudging, knud"
3973,ckp,7827045,3.7305019178325624e-06,LRR,L-middle → R-middle → R-pinky,2 → 1 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"cockpit, backpack, checkpoint, stockpile, checkpoints, blackpool, stockpiling, stockpiles, jackpot, stockport"
3974,rkh,7826775,3.7303732312697773e-06,LRR,L-index → R-middle → R-index,0 → 1 → 1,1,0,0.0,0,False,False,,False,2.0308,1.0308,one_row_change,"durkheim, markham, workhouse, horkheimer, workhouses, parkhurst, gurkhas, gurkha, kirkham, burkhardt"
3975,iml,7825065,3.729558216372138e-06,RRR,R-middle → R-index → R-ring,0 → 2 → 1,2,0,0.0,0,False,False,redirect,False,2.1488,1.118,"redirect,two_row_changes","dimly, grimly, aimless, aimlessly, simla, daimler, primly, pimlico, imlay, gimlet"
3976,ieb,7821473,3.727846208470196e-06,RLL,R-middle → L-middle → L-index,0 → 0 → 2,1,0,0.0,0,False,False,,False,3.8643,1.8028,one_row_change,"niebuhr, gottlieb, lieberman, lieber, liebig, liebe, liebknecht, siebert, wiebe, liebman"
3977,ueu,7821435,3.727828097028026e-06,RLR,R-index → L-middle → R-index,0 → 0 → 0,0,0,0.0,0,True,False,,True,3.0923,1.0308,"separated_finger_reuse,alternating_hands,no_row_change","queue, queues, queuing, liqueur, queueing, liqueurs, queued, laqueur, rigueur, sueur"
3978,zem,7819242,3.726782876168071e-06,LLR,L-pinky → L-middle → R-index,2 → 0 → 2,2,0,0.0,0,False,False,,False,3.2668,1.118,two_row_changes,"amazement, eczema, aggrandizement, bozeman, zemstvo, zemindars, zemin, diltiazem, zemindar, chernozem"
3979,umf,7787643,3.7117222587701143e-06,RRL,R-index → R-index → L-index,0 → 2 → 1,2,1,2.136,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","circumference, mumford, circumferential, dumfries, circumflex, rumford, circumferences, humfrey, dumfriesshire"
3980,hho,7782023,3.709043671796586e-06,RRR,R-index → R-index → R-ring,1 → 1 → 0,1,0,0.0,1,False,False,,False,3.0308,1.0308,"repeat_key_x1,one_row_change","withholding, withhold, kirchhoff, withholds, bathhouse, eichhorn, buchholz, bathhouses"
3981,tge,7759698,3.69840319952185e-06,LLL,L-index → L-index → L-middle,0 → 1 → 0,2,1,1.0308,0,False,False,,False,3.2808,1.25,"same_finger_x1,two_row_changes","wittgenstein, rutgers, roentgen, roentgenol, zeitgeist, roentgenogram, roentgenograms, roentgenographic, rontgen, altgeld"
3982,tki,7758165,3.6976725458153696e-06,LRR,L-index → R-middle → R-middle,0 → 1 → 0,2,1,1.0308,0,False,False,,False,2.2808,1.25,"same_finger_x1,two_row_changes","atkinson, watkins, atkins, kropotkin, pitkin, atkin, witkin, watkin, catkins, botkin"
3983,irb,7753862,3.6956216632980935e-06,RLL,R-middle → L-index → L-index,0 → 0 → 2,1,1,2.6575,0,False,False,,False,3.8643,1.8028,"same_finger_x1,one_row_change","airborne, kirby, fairbanks, fairbairn, irb, fairbank, airbus, airbrush, hairbrush, fairburn"
3984,roq,7748994,3.693301492232767e-06,LRL,L-index → R-ring → L-pinky,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","baroque, iroquois, croquet, roque, chloroquine, hydroquinone, iroquoian, roquefort"
3985,hik,7729319,3.6839240547409224e-06,RRR,R-index → R-middle → R-middle,1 → 0 → 1,2,1,1.0308,0,False,False,,False,2.0308,1.0308,"same_finger_x1,two_row_changes","hiking, hike, hikes, hikers, hiked, ishikawa, hiker, shikoku, bhikkhus, ashikaga"
3986,fne,7724479,3.6816172289487733e-06,LRL,L-index → R-index → L-middle,1 → 2 → 0,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","stiffness, deafness, aloofness, hafner, hefner, schaffner, gaffney, stiffnesses"
3987,dyl,7709716,3.6745809336658205e-06,LRR,L-middle → R-index → R-ring,1 → 0 → 1,2,0,0.0,0,False,False,,False,1.6008,1.6008,two_row_changes,"dylan, idyllic, condyle, idyll, spondylitis, condyles, condylar, idylls, ladylike, epicondyle"
3988,wun,7691207,3.665759231478448e-06,LRR,L-ring → R-index → R-index,0 → 0 → 2,1,1,2.0156,0,False,False,,False,3.1796,1.118,"same_finger_x1,one_row_change","swung, wundt, wunderlich, wunsch, wunder"
3989,pno,7685745,3.663155949974994e-06,RRR,R-pinky → R-index → R-ring,0 → 2 → 0,2,0,0.0,0,False,False,redirect,False,3.1796,1.118,"redirect,two_row_changes","hypnosis, hypnotic, hypnotized, hypnotism, dyspnoea, hypnotist, hypnotics, hypnotherapy, apnoea, hypnotize"
3990,dga,7680231,3.6605278843927813e-06,LLL,L-middle → L-index → L-pinky,1 → 1 → 1,0,0,0.0,0,False,False,redirect,False,1.0,1.0,"redirect,no_row_change","edgar, lydgate, bandgap, ludgate, floodgates, endgame, aldgate, medgar"
3991,erj,7666352,3.653912918448725e-06,LLR,L-middle → L-index → R-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"perjury, overjoyed, serjeant, interjected, mukherjee, chatterjee, banerjee, perjured, interjections, interjection"
3992,irf,7665768,3.6536345741795895e-06,RLL,R-middle → L-index → L-index,0 → 0 → 1,1,1,1.0308,0,False,False,,False,2.0616,1.0308,"same_finger_x1,one_row_change","fairfax, airfield, fairfield, airflow, airfields, airfoil, firft, airframe, airfare, airfoils"
3993,lup,7647471,3.6449139147748483e-06,RRR,R-ring → R-index → R-pinky,1 → 0 → 0,1,0,0.0,0,False,False,redirect,False,2.0616,1.0308,"redirect,one_row_change","lupus, gallup, guadalupe, voluptuous, lupe, voluptuousness, lupton, lupin, plupart, lupine"
3994,imn,7644062,3.6432891277654607e-06,RRR,R-middle → R-index → R-index,0 → 2 → 2,1,1,1.0,0,False,False,,False,3.2668,1.118,"same_finger_x1,one_row_change","chimney, chimneys, dimness, limnol, limnology, grimness"
3995,kpl,7642502,3.6425456054027023e-06,RRR,R-middle → R-pinky → R-ring,1 → 0 → 1,2,0,0.0,0,False,False,redirect,False,1.0308,1.0308,"redirect,two_row_changes","workplace, workplaces"
3996,uva,7631673,3.6373843210012188e-06,RLL,R-index → L-index → L-pinky,0 → 2 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"louvain, adjuvant, pyruvate, duval, beauvais, uva, suva, duvall, sauvage, duvalier"
3997,zzy,7627595,3.6354406772862637e-06,LLR,L-pinky → L-pinky → R-index,2 → 2 → 0,1,0,0.0,1,False,False,,False,3.8368,1.6008,"repeat_key_x1,one_row_change","fuzzy, dizzy, dizzying, lizzy, izzy, jazzy, frizzy"
3998,vae,7621580,3.6325738266375497e-06,LLL,L-index → L-pinky → L-middle,2 → 1 → 0,2,0,0.0,0,False,False,redirect,False,2.1488,1.118,"redirect,two_row_changes","larvae, narvaez, novae, supernovae, gingivae"
3999,otn,7613540,3.628741826767947e-06,RLR,R-ring → L-index → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,True,3.3988,1.25,"alternating_hands,one_row_change","footnote, footnotes, novotny"
4000,oue,7602388,3.6234265951080208e-06,RRL,R-ring → R-index → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"silhouette, rouen, denouement, silhouettes, silhouetted, inoue, ouest, loue, oue, drouet"
4001,hnn,7585217,3.6152426063317835e-06,RRR,R-index → R-index → R-index,1 → 2 → 2,1,1,1.118,1,False,False,,False,3.2361,1.118,"same_finger_x1,repeat_key_x1,one_row_change","johnny, johnnie"
4002,hwo,7584809,3.6150481466369083e-06,RLR,R-index → L-ring → R-ring,1 → 0 → 0,1,0,0.0,0,False,False,,True,3.0616,1.0308,"alternating_hands,one_row_change","patchwork, earthworks, watchword, earthworms, brushwood, earthworm, englishwoman, earthwork, ashworth, rushworth"
4003,asb,7582418,3.613908555630911e-06,LLL,L-pinky → L-ring → L-index,1 → 1 → 2,1,0,0.0,0,False,False,inward_roll,False,1.8028,1.8028,"inward_roll,one_row_change","asbestos, strasbourg, fasb, strasburg, asbury, gasb, nasb, asbestosis, asb, smorgasbord"
4004,mwe,7578175,3.611886270127587e-06,RLL,R-index → L-ring → L-middle,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"cromwell, dreamweaver, bramwell, cromwellian, umwelt, mwe"
4005,ysf,7568092,3.60708054193291e-06,RLL,R-index → L-ring → L-index,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.6008,1.6008,one_row_change,"dysfunction, dysfunctional, dysfunctions"
4006,hry,7546125,3.596610698508089e-06,RLR,R-index → L-index → R-index,1 → 0 → 0,1,0,0.0,0,True,False,,True,3.6316,1.6008,"separated_finger_reuse,alternating_hands,one_row_change","chrysler, kathryn, chrysostom, chrysanthemum, humphry, chrysalis, phrygian, chrysanthemums, phrygia, lachrymal"
4007,lyg,7537106,3.592312090694165e-06,RRL,R-ring → R-index → L-index,1 → 0 → 1,2,0,0.0,0,False,False,,False,2.6008,1.6008,two_row_changes,"polygon, polygamy, polygons, polygonal, polygraph, polygyny, polygamous, polyglot, polygenic, polygynous"
4008,lkl,7527886,3.5879176828835015e-06,RRR,R-ring → R-middle → R-ring,1 → 1 → 1,0,0,0.0,0,True,False,,False,0.0,0.0,"separated_finger_reuse,no_row_change","folklore, falkland, falklands, folkloric, folklorists, folklorist, folklife, bulkley"
4009,iln,7525308,3.586688964517353e-06,RRR,R-middle → R-ring → R-index,0 → 1 → 2,2,0,0.0,0,False,False,redirect,False,2.1488,1.118,"redirect,two_row_changes","kiln, milner, milne, kilns, vilna, vilnius, milnes, tilney, tamilnadu, wilna"
4010,ldb,7519520,3.5839303059047585e-06,RLL,R-ring → L-middle → L-index,1 → 1 → 2,1,0,0.0,0,False,False,,False,1.8028,1.8028,one_row_change,"childbirth, goldberg, childbearing, goldberger, goldblatt, childbed, wouldbe, coldblooded"
4011,ssp,7490799,3.5702413919427113e-06,LLR,L-ring → L-ring → R-pinky,1 → 1 → 0,1,0,0.0,1,False,False,,False,1.0308,1.0308,"repeat_key_x1,one_row_change","passport, passports, ssp, misspelled, businesspeople, cesspool, cesspools, misspelling, businessperson, misspellings"
4012,gda,7480989,3.565565780161517e-06,LLL,L-index → L-middle → L-pinky,1 → 1 → 1,0,0,0.0,0,False,False,outward_roll,False,1.0,1.0,"outward_roll,no_row_change","magdalen, magdalene, magdalena, amygdala, bagdad, dugdale, magda, gdansk, bogdan, bloomingdale"
4013,kou,7466678,3.5587449157170044e-06,RRR,R-middle → R-ring → R-index,1 → 0 → 0,1,0,0.0,0,False,False,redirect,False,2.0616,1.0308,"redirect,one_row_change","lookout, workout, knockout, blackout, checkout, lockout, breakout, workouts, lockouts, lookouts"
4014,spy,7461368,3.5562140799822294e-06,LRR,L-ring → R-pinky → R-index,1 → 0 → 0,1,0,0.0,0,False,False,,False,2.6316,1.6008,one_row_change,"spy, spying, wispy, crispy, raspy, espy, spyglass, spyware"
4015,byz,7422585,3.537729446780389e-06,LRL,L-index → R-index → L-pinky,2 → 0 → 2,2,0,0.0,0,False,False,,True,4.5216,1.8028,"alternating_hands,two_row_changes","byzantine, byzantium, byzantines"
4016,kro,7415793,3.5344922648009934e-06,RLR,R-middle → L-index → R-ring,1 → 0 → 0,1,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,one_row_change","akron, cockroaches, kroeber, cockroach, darkroom, kroll, kropotkin, kroner, workroom, kroger"
4017,giz,7415397,3.5343035245089083e-06,LRL,L-index → R-middle → L-pinky,1 → 0 → 2,2,0,0.0,0,False,False,,True,3.1488,1.118,"alternating_hands,two_row_changes","apologize, apologized, energized, apologizing, energizing, energize, gizzard, giza, apologizes, eulogized"
4018,elr,7412250,3.5328036111271125e-06,LRL,L-middle → R-ring → L-index,0 → 1 → 0,2,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,two_row_changes","jewelry, melrose, revelry, axelrod, mcelroy, ethelred, hostelry, kesselring, nesselrode, aelred"
4019,shw,7408534,3.5310325027296694e-06,LRL,L-ring → R-index → L-ring,1 → 1 → 0,1,0,0.0,0,True,False,,True,2.0308,1.0308,"separated_finger_reuse,alternating_hands,one_row_change","freshwater, gershwin, dishwasher, brushwood, englishwoman, peshwa, ashworth, rushworth, dashwood, meshwork"
4020,ncs,7400433,3.527171429229215e-06,RLL,R-index → L-middle → L-ring,2 → 2 → 1,1,0,0.0,0,False,False,,False,2.2361,1.118,one_row_change,"francs, mncs, lncs, tncs, ncs, blancs"
4021,olg,7390491,3.522432904017326e-06,RRL,R-ring → R-ring → L-index,0 → 1 → 1,1,1,1.0308,0,False,False,,False,2.0308,1.0308,"same_finger_x1,one_row_change","olga, volga, golgi, colgate, schoolgirl, folger, golgotha, folge, folgenden, schoolgirls"
4022,uea,7375394,3.5152374186900386e-06,RLL,R-index → L-middle → L-pinky,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"bequeathed, bequeath, squeak, squeal, squealed, squealing, squeaking, squeaked, squeaky, squeamish"
4023,ezu,7373146,3.5141659839006274e-06,LLR,L-middle → L-pinky → R-index,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.1796,1.118,two_row_changes,"venezuela, venezuelan, montezuma, moctezuma, bezug, venezuelans"
4024,ioe,7372506,3.5138609490851366e-06,RRL,R-middle → R-ring → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"socioeconomic, bioethics, radioed, dioecious, bioeng, bioengineering, angioedema, socioemotional, bioenergetics, medioevo"
4025,lha,7371931,3.513586894368094e-06,RRL,R-ring → R-index → L-pinky,1 → 1 → 1,0,0,0.0,0,False,False,,False,1.0,1.0,no_row_change,"philharmonic, pelham, lhasa, teilhard, alhambra, foolhardy, fulham, engelhardt, alhaji, valhalla"
4026,mif,7364602,3.510093769113826e-06,RRL,R-index → R-middle → L-index,2 → 0 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"mifflin, ramifications, mummified, ramified, ramification, mif, ramify, vermiform, ramifying, miffed"
4027,oag,7358731,3.5072955512985972e-06,RLL,R-ring → L-pinky → L-index,0 → 1 → 1,1,0,0.0,0,False,False,,False,2.0308,1.0308,one_row_change,"coagulation, anticoagulant, coagulated, anticoagulants, anticoagulation, coagulate, hoagland, coagulating, photocoagulation, coagulant"
4028,eyb,7343368,3.4999732858761217e-06,LRL,L-middle → R-index → L-index,0 → 0 → 2,1,0,0.0,0,False,False,,True,4.4343,1.8028,"alternating_hands,one_row_change","keyboard, volleyball, keyboards, honeybee, honeybees, freyberg, keyboarding"
4029,isq,7337968,3.4973995546204182e-06,RLL,R-middle → L-ring → L-pinky,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"disqualified, disqualification, disquieting, disquiet, disqualify, disquisition, risque, disquisitions, disquieted, disquietude"
4030,hsi,7337928,3.4973804899444502e-06,RLR,R-index → L-ring → R-middle,1 → 1 → 0,1,0,0.0,0,False,False,,True,2.0308,1.0308,"alternating_hands,one_row_change","hsi, hsien, hsiao, hsiang, hsin, hsing, hsia, tahsil, hsieh, fuchsin"
4031,yas,7334157,3.4955831676175506e-06,RLL,R-index → L-pinky → L-ring,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.6008,1.6008,one_row_change,"himalayas, kobayashi, myasthenia, hayashi, nyasaland, mayas, vyasa, kshatriyas, nyasa, yasuda"
4032,ngw,7327595,3.492455607524972e-06,RLL,R-index → L-index → L-ring,2 → 1 → 0,2,0,0.0,0,False,False,,False,3.1488,1.118,two_row_changes,"hemingway, collingwood, gangway, songwriter, ringworm, longworth, songwriters, longwood, ringwood, alongwith"
4033,zal,7324482,3.490971899117749e-06,LLR,L-pinky → L-pinky → R-ring,2 → 1 → 1,1,1,1.118,0,False,False,,False,1.118,1.118,"same_finger_x1,one_row_change","gonzalez, gonzales, gonzalo, rizal, mycorrhizal, quetzalcoatl, azaleas, azalea, ghazali, ghazal"
4034,bbs,7288501,3.473822746467479e-06,LLL,L-index → L-index → L-ring,2 → 2 → 1,1,0,0.0,1,False,False,,False,3.6056,1.8028,"repeat_key_x1,one_row_change","gibbs, hobbs, stubbs, dobbs, bobbs, bbs, ebbs, webbs, tubbs, hibbs"
4035,isn,7287711,3.4734462191171075e-06,RLR,R-middle → L-ring → R-index,0 → 1 → 2,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","disney, visnu, misnomer, eisner, disneyland, cisneros, aisne, isn, vaisnava, misnamed"
4036,ueo,7286223,3.4727370131710915e-06,RLR,R-index → L-middle → R-ring,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","aqueous, nonaqueous, subaqueous"
4037,oyf,7274058,3.466938968592271e-06,RRL,R-ring → R-index → L-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.6316,1.6008,one_row_change,"joyful, boyfriend, joyfully, boyfriends"
4038,hex,7268548,3.4643128094776552e-06,RLL,R-index → L-middle → L-ring,1 → 0 → 2,2,0,0.0,0,False,False,,False,3.1488,1.118,two_row_changes,"hexagonal, hex, hexane, hexadecimal, hexagon, cyclohexane, cachexia, hexameter, hexose, cathexis"
4039,gdp,7267305,3.4637203746719444e-06,LLR,L-index → L-middle → R-pinky,1 → 1 → 0,1,0,0.0,0,False,False,,False,2.0308,1.0308,one_row_change,gdp
4040,aal,7263628,3.46196785433357e-06,LLR,L-pinky → L-pinky → R-ring,1 → 1 → 1,0,0,0.0,1,False,False,,False,0.0,0.0,"repeat_key_x1,no_row_change","transvaal, baal, waals, kraal, waal, vaal, aalto, aal, taal, graal"
4041,kyl,7262388,3.461376849378557e-06,RRR,R-middle → R-index → R-ring,1 → 0 → 1,2,0,0.0,0,False,False,redirect,False,1.6008,1.6008,"redirect,two_row_changes","kyle, alkyl, skyline, jekyll, skylight, alkylation, alkylating, ankylosing, ankylosis, skylights"
4042,chf,7229487,3.445695676777836e-06,LRL,L-middle → R-index → L-index,2 → 1 → 1,1,0,0.0,0,False,False,,True,2.118,1.118,"alternating_hands,one_row_change","watchful, watchfulness, lichfield, litchfield, chf, reproachful, hirschfeld, reproachfully, pitchfork, richfield"
4043,xho,7226205,3.4441314201146474e-06,LRR,L-ring → R-index → R-ring,2 → 1 → 0,2,0,0.0,0,False,False,,False,3.1488,1.118,two_row_changes,"exhortation, exhorted, exhortations, exhort, exhorting, exhorts, xhosa, foxhole, foxholes"
4044,inr,7213607,3.438127000418472e-06,RRL,R-middle → R-index → L-index,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.1796,1.118,two_row_changes,"heinrich, inroads, breckinridge, inr, inroad, shinran, weinreich, kinross, inrush, hinrichs"
4045,eib,7192140,3.427895465443253e-06,LRL,L-middle → R-middle → L-index,0 → 0 → 2,1,0,0.0,0,False,False,,True,3.8643,1.8028,"alternating_hands,one_row_change","leibniz, freiburg, leibnitz, schreiber, weibull, leib, bleibt, freiberg, beschreibung, leibowitz"
4046,atk,7180400,3.4222999830465943e-06,LLR,L-pinky → L-index → R-middle,1 → 0 → 1,2,0,0.0,0,False,False,,False,1.25,1.25,two_row_changes,"atkinson, watkins, atkins, kamchatka, atkin, watkin, catkins, atk"
4047,ypn,7177207,3.420778145287435e-06,RRR,R-index → R-pinky → R-index,0 → 0 → 2,1,0,0.0,0,True,False,,False,3.7496,1.6008,"separated_finger_reuse,one_row_change","hypnosis, hypnotic, hypnotized, hypnotism, hypnotist, hypnotics, tachypnea, hypnotherapy, hypnotize, hypnotised"
4048,snu,7175967,3.4201871403324217e-06,LRR,L-ring → R-index → R-index,1 → 2 → 0,2,1,2.0156,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","snuff, snug, visnu, snugly, snub, snuggled, snubbed, snuffed, chesnut, snuck"
